Communes;Codes_Insee;Numero_departement;NB_Pers_par_Foyer_Alloc;NB_Pers_couv_RSA;RSA_SOCLE_non_Majore_Pers_couv;RSA_SOCLE_Majore_Pers_couv
MARNAY-SUR-SEINE;10225;10;71;6;;
MAROLLES-LES-BAILLY;10226;10;44;;;
MAROLLES-SOUS-LIGNIERES;10227;10;163;8;;
MATHAUX;10228;10;72;;;
MAUPAS;10229;10;41;;;
MERGEY;10230;10;301;10;;
LE MERIOT;10231;10;301;11;6;5
MERREY-SUR-ARCE;10232;10;68;;;
MERY-SUR-SEINE;10233;10;748;58;42;16
MESGRIGNY;10234;10;154;;;
MESNIL-LA-COMTESSE;10235;10;13;;;
MESNIL-LETTRE;10236;10;15;;;
MESNIL-SAINT-LOUP;10237;10;271;10;5;5
MESNIL-SAINT-PERE;10238;10;225;22;;
MESNIL-SELLIERES;10239;10;259;;;
MESSON;10240;10;217;14;;
METZ-ROBERT;10241;10;27;;;
MEURVILLE;10242;10;20;;;
MOLINS-SUR-AUBE;10243;10;36;;;
MONTAULIN;10245;10;334;11;;
MONTCEAUX-LES-VAUDES;10246;10;97;;;
MONTFEY;10247;10;38;;;
MONTGUEUX;10248;10;110;;;
MONTIERAMEY;10249;10;135;5;;
MONTIER-EN-L'ISLE;10250;10;84;6;;
MONTIGNY-LES-MONTS;10251;10;98;6;;
MONTMARTIN-LE-HAUT;10252;10;15;;;
MONTMORENCY-BEAUFORT;10253;10;51;;;
MONTPOTHIER;10254;10;136;;;
MONTREUIL-SUR-BARSE;10255;10;107;5;;
MONTSUZAIN;10256;10;182;;;
MOREMBERT;10257;10;;;;
MORVILLIERS;10258;10;109;6;;
LA MOTTE-TILLY;10259;10;139;8;;
MOUSSEY;10260;10;319;;;
MUSSY-SUR-SEINE;10261;10;330;86;76;10
NEUVILLE-SUR-SEINE;10262;10;94;;;
NEUVILLE-SUR-VANNE;10263;10;193;14;;
NOE-LES-MALLETS;10264;10;17;;;
LES NOES-PRES-TROYES;10265;10;1860;240;165;75
NOGENT-EN-OTHE;10266;10;10;;;
NOGENT-SUR-AUBE;10267;10;156;17;;
NOGENT-SUR-SEINE;10268;10;3050;341;262;79
NOZAY;10269;10;51;;;
ONJON;10270;10;94;;;
ORIGNY-LE-SEC;10271;10;222;16;7;9
ORMES;10272;10;65;6;;
ORTILLON;10273;10;;;;
ORVILLIERS-SAINT-JULIEN;10274;10;153;;;
OSSEY-LES-TROIS-MAISONS;10275;10;265;10;;
PAISY-COSDON;10276;10;109;12;;
PARGUES;10278;10;41;8;;
PARS-LES-CHAVANGES;10279;10;15;;;
PARS-LES-ROMILLY;10280;10;336;16;;
LE PAVILLON-SAINTE-JULIE;10281;10;115;9;;
PAYNS;10282;10;648;24;;
PEL-ET-DER;10283;10;43;;;
PERIGNY-LA-ROSE;10284;10;54;;;
PERTHES-LES-BRIENNE;10285;10;31;;;
PETIT-MESNIL;10286;10;59;;;
PINEY;10287;10;750;45;34;11
PLAINES-SAINT-LANGE;10288;10;54;9;;
PLANCY-L'ABBAYE;10289;10;452;37;30;7
PLANTY;10290;10;74;5;;
PLESSIS-BARBUISE;10291;10;90;;;
POIVRES;10293;10;67;5;;
POLIGNY;10294;10;21;;;
POLISOT;10295;10;74;;;
POLISY;10296;10;43;;;
PONT-SAINTE-MARIE;10297;10;2753;467;344;123
PONT-SUR-SEINE;10298;10;559;49;37;12
POUAN-LES-VALLEES;10299;10;205;;;
POUGY;10300;10;130;21;;
POUY-SUR-VANNES;10301;10;61;;;
PRASLIN;10302;10;49;8;;
PRECY-NOTRE-DAME;10303;10;26;;;
PRECY-SAINT-MARTIN;10304;10;71;12;7;5
PREMIERFAIT;10305;10;45;;;
PROVERVILLE;10306;10;29;;;
PRUGNY;10307;10;160;;;
PRUNAY-BELLEVILLE;10308;10;79;9;;
PRUSY;10309;10;26;;;
PUITS-ET-NUISEMENT;10310;10;77;;;
RACINES;10312;10;38;;;
RADONVILLIERS;10313;10;140;14;;
RAMERUPT;10314;10;151;;;
RANCES;10315;10;13;;;
RHEGES;10316;10;107;;;
LES RICEYS;10317;10;256;37;31;6
RIGNY-LA-NONNEUSE;10318;10;56;;;
RIGNY-LE-FERRON;10319;10;135;7;;
RILLY-SAINTE-SYRE;10320;10;90;;;
LA RIVIERE-DE-CORPS;10321;10;1444;117;99;18
ROMILLY-SUR-SEINE;10323;10;8313;1838;1431;407
RONCENAY;10324;10;58;;;
ROSIERES-PRES-TROYES;10325;10;2034;53;35;18
ROSNAY-L'HOPITAL;10326;10;47;12;;
LA ROTHIERE;10327;10;36;;;
ROUILLY-SACEY;10328;10;157;;;
ROUILLY-SAINT-LOUP;10329;10;164;9;;
ROUVRES-LES-VIGNES;10330;10;17;;;
RUMILLY-LES-VAUDES;10331;10;258;7;;
RUVIGNY;10332;10;236;5;;
SAINT-ANDRE-LES-VERGERS;10333;10;6177;908;701;207
SAINT-AUBIN;10334;10;270;8;;
SAINT-BENOIST-SUR-VANNE;10335;10;101;6;;
SAINT-BENOIT-SUR-SEINE;10336;10;149;;;
SAINT-CHRISTOPHE-DODINICOURT;10337;10;8;;;
SAINT-ETIENNE-SOUS-BARBUISE;10338;10;54;;;
SAINT-FLAVY;10339;10;119;;;
SAINT-GERMAIN;10340;10;958;40;32;8
SAINT-HILAIRE-SOUS-ROMILLY;10341;10;125;22;14;8
SAINT-JEAN-DE-BONNEVAL;10342;10;162;7;;
SAINT-JULIEN-LES-VILLAS;10343;10;3224;383;311;72
SAINT-LEGER-PRES-TROYES;10344;10;388;7;;
SAINT-LEGER-SOUS-BRIENNE;10345;10;143;7;;
SAINT-LEGER-SOUS-MARGERIE;10346;10;;;;
SAINT-LOUP-DE-BUFFIGNY;10347;10;65;;;
SAINT-LUPIEN;10348;10;84;6;;
SAINT-LYE;10349;10;988;37;28;9
SAINT-MARDS-EN-OTHE;10350;10;259;23;18;5
SAINT-MARTIN-DE-BOSSENAY;10351;10;137;;;
SAINTE-MAURE;10352;10;645;19;;
SAINT-MESMIN;10353;10;390;27;17;10
SAINT-NABORD-SUR-AUBE;10354;10;35;;;
SAINT-NICOLAS-LA-CHAPELLE;10355;10;6;;;
SAINT-OULPH;10356;10;161;;;
SAINT-PARRES-AUX-TERTRES;10357;10;1277;52;47;5
SAINT-PARRES-LES-VAUDES;10358;10;409;16;10;6
SAINT-PHAL;10359;10;255;15;;
SAINT-POUANGE;10360;10;345;7;;
SAINT-REMY-SOUS-BARBUISE;10361;10;96;;;
SAINTE-SAVINE;10362;10;4798;653;518;135
SAINT-THIBAULT;10363;10;237;23;;
SAINT-USAGE;10364;10;9;;;
SALON;10365;10;43;;;
SAULCY;10366;10;14;;;
LA SAULSOTTE;10367;10;362;32;17;15
SAVIERES;10368;10;437;23;16;7
SEMOINE;10369;10;84;21;;
SOLIGNY-LES-ETANGS;10370;10;120;12;;
SOMMEVAL;10371;10;117;;;
SOULAINES-DHUYS;10372;10;172;15;;
SOULIGNY;10373;10;131;6;;
SPOY;10374;10;45;;;
THENNELIERES;10375;10;133;;;
THIEFFRAIN;10376;10;44;;;
THIL;10377;10;36;;;
THORS;10378;10;15;;;
TORCY-LE-GRAND;10379;10;166;8;;
TORCY-LE-PETIT;10380;10;21;;;
TORVILLIERS;10381;10;352;7;;
TRAINEL;10382;10;414;34;;
TRANCAULT;10383;10;62;11;;
TRANNES;10384;10;105;15;;
TROUANS;10386;10;83;13;8;5
TROYES;10387;10;35251;7757;6088;1669
TURGY;10388;10;11;;;
UNIENVILLE;10389;10;28;;;
URVILLE;10390;10;;;;
VAILLY;10391;10;98;;;
VALLANT-SAINT-GEORGES;10392;10;178;5;;
VALLENTIGNY;10393;10;57;;;
VALLIERES;10394;10;62;8;;
VANLAY;10395;10;93;13;7;6
VAUCHASSIS;10396;10;199;11;;
VAUCHONVILLIERS;10397;10;80;9;;
VAUCOGNE;10398;10;28;;;
VAUDES;10399;10;346;9;;
VAUPOISSON;10400;10;45;;;
VENDEUVRE-SUR-BARSE;10401;10;1100;113;90;23
LA VENDUE-MIGNOT;10402;10;68;;;
VERNONVILLIERS;10403;10;9;;;
VERPILLIERES-SUR-OURCE;10404;10;10;;;
VERRICOURT;10405;10;18;;;
VERRIERES;10406;10;751;13;5;8
VIAPRES-LE-PETIT;10408;10;60;;;
VILLACERF;10409;10;246;8;;
VILLADIN;10410;10;27;;;
LA VILLE-AUX-BOIS;10411;10;20;;;
VILLECHETIF;10412;10;291;5;;
VILLELOUP;10414;10;40;;;
VILLEMEREUIL;10416;10;99;7;;
VILLEMOIRON-EN-OTHE;10417;10;77;;;
VILLEMORIEN;10418;10;57;;;
VILLEMOYENNE;10419;10;341;12;;
VILLENAUXE-LA-GRANDE;10420;10;1099;151;130;21
LA VILLENEUVE-AU-CHATELOT;10421;10;61;;;
VILLENEUVE-AU-CHEMIN;10422;10;64;;;
LA VILLENEUVE-AU-CHENE;10423;10;188;8;;
VILLERET;10424;10;19;;;
VILLERY;10425;10;100;;;
VILLE-SOUS-LA-FERTE;10426;10;318;50;;
VILLE-SUR-ARCE;10427;10;27;;;
VILLE-SUR-TERRE;10428;10;26;;;
VILLETTE-SUR-AUBE;10429;10;119;5;;
VILLIERS-HERBISSE;10430;10;30;5;;
VILLIERS-LE-BOIS;10431;10;9;;;
VILLIERS-SOUS-PRASLIN;10432;10;15;;;
VILLY-EN-TRODES;10433;10;64;7;;
VILLY-LE-BOIS;10434;10;22;;;
VILLY-LE-MARECHAL;10435;10;80;;;
VINETS;10436;10;73;15;;
VIREY-SOUS-BAR;10437;10;242;22;;
VITRY-LE-CROISE;10438;10;51;;;
VIVIERS-SUR-ARTAUT;10439;10;19;;;
VOIGNY;10440;10;36;5;;
VOSNON;10441;10;104;;;
VOUE;10442;10;328;10;;
VOUGREY;10443;10;21;;;
VULAINES;10444;10;73;;;
YEVRES-LE-PETIT;10445;10;9;;;
AIGUES-VIVES;11001;11;235;32;17;15
AIROUX;11002;11;74;;;
AJAC;11003;11;66;9;;
ALAIGNE;11004;11;86;20;15;5
ALAIRAC;11005;11;617;49;28;21
ALBAS;11006;11;14;;;
ALBIERES;11007;11;36;13;;
ALET-LES-BAINS;11008;11;148;34;;
ALZONNE;11009;11;706;149;126;23
ANTUGNAC;11010;11;92;22;;
ARAGON;11011;11;184;13;;
ARGELIERS;11012;11;871;105;99;6
ARGENS-MINERVOIS;11013;11;118;14;;
ARMISSAN;11014;11;562;55;48;7
ARQUES;11015;11;108;35;;
ARQUETTES-EN-VAL;11016;11;9;;;
ARTIGUES;11017;11;16;;;
ARZENS;11018;11;460;55;49;6
AUNAT;11019;11;22;7;;
AURIAC;11020;11;11;6;;
AXAT;11021;11;221;61;52;9
AZILLE;11022;11;405;106;89;17
BADENS;11023;11;284;55;36;19
BAGES;11024;11;356;72;58;14
BAGNOLES;11025;11;122;7;;
BARAIGNE;11026;11;71;;;
BARBAIRA;11027;11;420;81;65;16
BELCAIRE;11028;11;119;16;;
BELCASTEL-ET-BUC;11029;11;11;;;
BELFLOU;11030;11;33;;;
BELFORT-SUR-REBENTY;11031;11;;;;
BELLEGARDE-DU-RAZES;11032;11;111;8;;
BELPECH;11033;11;464;39;33;6
BELVEZE-DU-RAZES;11034;11;363;54;47;7
BELVIANES-ET-CAVIRAC;11035;11;84;21;;
BELVIS;11036;11;54;14;;
BERRIAC;11037;11;705;301;249;52
BESSEDE-DE-SAULT;11038;11;11;5;;
LA BEZOLE;11039;11;17;;;
BIZANET;11040;11;760;63;45;18
BIZE-MINERVOIS;11041;11;497;63;54;9
BLOMAC;11042;11;88;15;;
BOUILHONNAC;11043;11;66;;;
BOUISSE;11044;11;18;6;;
BOURIEGE;11045;11;37;19;;
BOURIGEOLE;11046;11;20;10;;
LE BOUSQUET;11047;11;5;;;
BOUTENAC;11048;11;253;13;;
BRAM;11049;11;1501;256;208;48
BREZILHAC;11051;11;62;9;;
BROUSSES-ET-VILLARET;11052;11;126;19;;
BRUGAIROLLES;11053;11;83;13;;
LES BRUNELS;11054;11;72;5;;
BUGARACH;11055;11;72;35;;
CABRESPINE;11056;11;55;16;;
CAHUZAC;11057;11;8;;;
CAILHAU;11058;11;69;7;;
CAILHAVEL;11059;11;49;;;
CAILLA;11060;11;8;;;
CAMBIEURE;11061;11;138;11;6;5
CAMPAGNA-DE-SAULT;11062;11;;;;
CAMPAGNE-SUR-AUDE;11063;11;233;62;55;7
CAMPLONG-D'AUDE;11064;11;127;17;;
CAMPS-SUR-L'AGLY;11065;11;11;;;
CAMURAC;11066;11;20;5;;
CANET;11067;11;886;80;66;14
CAPENDU;11068;11;695;150;104;46
CARCASSONNE;11069;11;26225;6558;5402;1156
CARLIPA;11070;11;158;11;;
CASCASTEL-DES-CORBIERES;11071;11;68;19;;
LA CASSAIGNE;11072;11;72;;;
CASSAIGNES;11073;11;16;;;
LES CASSES;11074;11;115;;;
CASTANS;11075;11;39;14;;
CASTELNAUDARY;11076;11;5493;910;683;227
CASTELNAU-D'AUDE;11077;11;189;26;16;10
CASTELRENG;11078;11;88;15;;
CAUDEBRONDE;11079;11;62;;;
VAL DE LAMBRONNE;11080;11;51;7;;
CAUNES-MINERVOIS;11081;11;590;122;92;30
CAUNETTE-SUR-LAUQUET;11082;11;;;;
CAUNETTES-EN-VAL;11083;11;13;5;;
CAUX-ET-SAUZENS;11084;11;465;46;38;8
CAVANAC;11085;11;414;44;38;6
CAVES;11086;11;380;34;28;6
CAZALRENOUX;11087;11;40;;;
CAZILHAC;11088;11;607;32;26;6
CENNE-MONESTIES;11089;11;190;30;;
CEPIE;11090;11;213;13;;
CHALABRE;11091;11;497;97;83;14
CITOU;11092;11;35;13;7;6
LE CLAT;11093;11;;;;
CLERMONT-SUR-LAUQUET;11094;11;;;;
COMIGNE;11095;11;104;18;;
COMUS;11096;11;;;;
CONILHAC-DE-LA-MONTAGNE;11097;11;21;;;
CONILHAC-CORBIERES;11098;11;424;65;43;22
CONQUES-SUR-ORBIEL;11099;11;1157;180;159;21
CORBIERES;11100;11;8;;;
COUDONS;11101;11;5;;;
COUFFOULENS;11102;11;265;25;;
COUIZA;11103;11;519;119;101;18
COUNOZOULS;11104;11;7;;;
COURNANEL;11105;11;293;37;;
COURSAN;11106;11;2723;587;462;125
COURTAULY;11107;11;28;5;;
LA COURTETE;11108;11;14;;;
COUSTAUSSA;11109;11;21;;;
COUSTOUGE;11110;11;44;5;;
CRUSCADES;11111;11;482;19;6;13
CUBIERES-SUR-CINOBLE;11112;11;38;23;;
CUCUGNAN;11113;11;30;;;
CUMIES;11114;11;15;;;
CUXAC-CABARDES;11115;11;402;76;63;13
CUXAC-D'AUDE;11116;11;1857;415;327;88
DAVEJEAN;11117;11;49;13;;
DERNACUEILLETTE;11118;11;22;;;
LA DIGNE-D'AMONT;11119;11;103;16;;
LA DIGNE-D'AVAL;11120;11;173;14;;
DONAZAC;11121;11;44;9;;
DOUZENS;11122;11;326;48;42;6
DUILHAC-SOUS-PEYREPERTUSE;11123;11;55;6;;
DURBAN-CORBIERES;11124;11;226;16;;
EMBRES-ET-CASTELMAURE;11125;11;27;;;
ESCALES;11126;11;159;15;9;6
ESCOULOUBRE;11127;11;11;;;
ESCUEILLENS-ET-SAINT-JUST-DE-BELENGARD;11128;11;41;10;;
ESPERAZA;11129;11;809;220;191;29
ESPEZEL;11130;11;75;;;
FA;11131;11;155;48;43;5
FABREZAN;11132;11;478;54;39;15
FAJAC-EN-VAL;11133;11;11;;;
FAJAC-LA-RELENQUE;11134;11;18;;;
LA FAJOLLE;11135;11;;;;
FANJEAUX;11136;11;324;70;53;17
FELINES-TERMENES;11137;11;50;12;;
FENDEILLE;11138;11;222;;;
FENOUILLET-DU-RAZES;11139;11;17;;;
FERRALS-LES-CORBIERES;11140;11;511;105;82;23
FERRAN;11141;11;31;;;
FESTES-ET-SAINT-ANDRE;11142;11;80;32;;
FEUILLA;11143;11;55;23;16;7
FITOU;11144;11;408;77;65;12
FLEURY;11145;11;1583;207;184;23
FLOURE;11146;11;224;45;;
FONTANES-DE-SAULT;11147;11;;;;
FONTCOUVERTE;11148;11;224;44;34;10
FONTERS-DU-RAZES;11149;11;20;;;
FONTIERS-CABARDES;11150;11;201;32;23;9
FONTIES-D'AUDE;11151;11;224;20;;
FONTJONCOUSE;11152;11;50;7;;
LA FORCE;11153;11;89;8;;
FOURNES-CABARDES;11154;11;14;;;
FOURTOU;11155;11;22;10;;
FRAISSE-CABARDES;11156;11;32;6;;
FRAISSE-DES-CORBIERES;11157;11;70;;;
GAJA-ET-VILLEDIEU;11158;11;99;7;;
GAJA-LA-SELVE;11159;11;44;11;;
GALINAGUES;11160;11;7;;;
GARDIE;11161;11;47;;;
GENERVILLE;11162;11;16;;;
GINCLA;11163;11;19;9;;
GINESTAS;11164;11;652;60;55;5
GINOLES;11165;11;87;15;8;7
GOURVIEILLE;11166;11;32;;;
GRAMAZIE;11167;11;56;13;5;8
GRANES;11168;11;26;7;;
GREFFEIL;11169;11;30;8;;
GRUISSAN;11170;11;1942;304;277;27
HOMPS;11172;11;260;58;52;6
HOUNOUX;11173;11;22;;;
LES ILHES;11174;11;19;;;
ISSEL;11175;11;227;19;;
JONQUIERES;11176;11;16;;;
JOUCOU;11177;11;8;;;
LABASTIDE-D'ANJOU;11178;11;646;62;52;10
LABASTIDE-EN-VAL;11179;11;37;9;;
LABASTIDE-ESPARBAIRENQUE;11180;11;13;;;
LABECEDE-LAURAGAIS;11181;11;147;20;;
LACOMBE;11182;11;57;7;;
LADERN-SUR-LAUQUET;11183;11;107;19;;
LAFAGE;11184;11;34;;;
LAGRASSE;11185;11;164;44;39;5
LAIRIERE;11186;11;25;10;;
LANET;11187;11;8;;;
LA PALME;11188;11;790;115;96;19
LAPRADE;11189;11;35;5;;
LA REDORTE;11190;11;405;72;61;11
LAROQUE-DE-FA;11191;11;64;21;;
LASBORDES;11192;11;348;38;30;8
LASSERRE-DE-PROUILLE;11193;11;119;18;;
LASTOURS;11194;11;72;18;;
LAURABUC;11195;11;174;8;;
LAURAC;11196;11;66;;;
LAURAGUEL;11197;11;267;18;;
LAURE-MINERVOIS;11198;11;318;87;77;10
LAVALETTE;11199;11;673;56;33;23
LESPINASSIERE;11200;11;54;16;;
LEUC;11201;11;450;27;21;6
LEUCATE;11202;11;1534;248;224;24
LEZIGNAN-CORBIERES;11203;11;5666;1541;1211;330
LIGNAIROLLES;11204;11;11;;;
LIMOUSIS;11205;11;31;6;;
LIMOUX;11206;11;4689;952;826;126
LOUPIA;11207;11;92;7;;
LA LOUVIERE-LAURAGAIS;11208;11;19;;;
LUC-SUR-AUDE;11209;11;110;27;;
LUC-SUR-ORBIEU;11210;11;479;47;36;11
MAGRIE;11211;11;181;24;19;5
MAILHAC;11212;11;264;40;33;7
MAISONS;11213;11;9;;;
MALRAS;11214;11;142;18;;
MALVES-EN-MINERVOIS;11215;11;371;78;68;10
MALVIES;11216;11;136;29;22;7
MARCORIGNAN;11217;11;602;90;78;12
MARQUEIN;11218;11;25;;;
MARSA;11219;11;;;;
MARSEILLETTE;11220;11;267;36;31;5
LES MARTYS;11221;11;113;16;;
MAS-CABARDES;11222;11;67;11;;
MAS-DES-COURS;11223;11;14;;;
MASSAC;11224;11;11;;;
MAS-SAINTES-PUELLES;11225;11;443;52;40;12
MAYREVILLE;11226;11;18;9;;
MAYRONNES;11227;11;;;;
MAZEROLLES-DU-RAZES;11228;11;37;7;;
MAZUBY;11229;11;;;;
MERIAL;11230;11;13;;;
MEZERVILLE;11231;11;22;;;
MIRAVAL-CABARDES;11232;11;17;;;
MIREPEISSET;11233;11;349;29;18;11
MIREVAL-LAURAGAIS;11234;11;68;;;
MISSEGRE;11235;11;11;;;
MOLANDIER;11236;11;79;10;;
MOLLEVILLE;11238;11;60;;;
MONTAURIOL;11239;11;36;7;;
MONTAZELS;11240;11;190;21;;
MONTBRUN-DES-CORBIERES;11241;11;110;21;14;7
MONTCLAR;11242;11;60;12;;
MONTFERRAND;11243;11;233;16;;
MONTFORT-SUR-BOULZANE;11244;11;16;;;
MONTGAILLARD;11245;11;13;7;;
MONTGRADAIL;11246;11;7;;;
MONTHAUT;11247;11;8;;;
MONTIRAT;11248;11;18;5;;
MONTJARDIN;11249;11;24;;;
MONTJOI;11250;11;14;;;
MONTLAUR;11251;11;174;32;;
MONTMAUR;11252;11;113;;;
MONTOLIEU;11253;11;325;42;;
MONTREAL;11254;11;1020;213;187;26
MONTREDON-DES-CORBIERES;11255;11;733;43;34;9
MONTSERET;11256;11;253;37;;
MONZE;11257;11;127;23;16;7
MOUSSAN;11258;11;948;94;81;13
MOUSSOULENS;11259;11;432;60;38;22
MOUTHOUMET;11260;11;48;19;;
MOUX;11261;11;316;57;40;17
NARBONNE;11262;11;28790;6802;5645;1157
NEBIAS;11263;11;79;24;;
NEVIAN;11264;11;560;51;43;8
NIORT-DE-SAULT;11265;11;24;;;
PORT-LA-NOUVELLE;11266;11;2566;609;535;74
ORNAISONS;11267;11;447;63;47;16
ORSANS;11268;11;53;19;;
OUVEILLAN;11269;11;1098;144;104;40
PADERN;11270;11;40;10;;
PALAIRAC;11271;11;8;;;
PALAJA;11272;11;1047;53;41;12
PARAZA;11273;11;228;20;;
PAULIGNE;11274;11;96;;;
PAYRA-SUR-L'HERS;11275;11;68;9;;
PAZIOLS;11276;11;143;45;;
PECHARIC-ET-LE-PY;11277;11;;;;
PECH-LUNA;11278;11;30;12;;
PENNAUTIER;11279;11;1153;104;78;26
PEPIEUX;11280;11;426;65;47;18
PEXIORA;11281;11;646;64;56;8
PEYREFITTE-DU-RAZES;11282;11;36;17;;
PEYREFITTE-SUR-L'HERS;11283;11;29;;;
PEYRENS;11284;11;264;29;15;14
PEYRIAC-DE-MER;11285;11;459;41;;
PEYRIAC-MINERVOIS;11286;11;513;138;125;13
PEYROLLES;11287;11;39;14;;
PEZENS;11288;11;764;95;80;15
PIEUSSE;11289;11;343;32;;
PLAIGNE;11290;11;21;;;
PLAVILLA;11291;11;15;;;
LA POMAREDE;11292;11;25;;;
POMAS;11293;11;386;44;;
POMY;11294;11;27;11;;
PORTEL-DES-CORBIERES;11295;11;607;47;40;7
POUZOLS-MINERVOIS;11296;11;227;25;19;6
PRADELLES-CABARDES;11297;11;41;13;;
PRADELLES-EN-VAL;11298;11;55;;;
PREIXAN;11299;11;313;23;;
PUGINIER;11300;11;51;;;
PUICHERIC;11301;11;477;76;58;18
PUILAURENS;11302;11;68;17;;
PUIVERT;11303;11;165;48;40;8
QUILLAN;11304;11;1299;367;328;39
QUINTILLAN;11305;11;8;;;
QUIRBAJOU;11306;11;20;;;
RAISSAC-D'AUDE;11307;11;77;24;;
RAISSAC-SUR-LAMPY;11308;11;226;26;;
RENNES-LE-CHATEAU;11309;11;30;14;;
RENNES-LES-BAINS;11310;11;87;31;;
RIBAUTE;11311;11;95;19;;
RIBOUISSE;11312;11;34;;;
RICAUD;11313;11;115;8;;
RIEUX-EN-VAL;11314;11;22;;;
RIEUX-MINERVOIS;11315;11;696;202;159;43
RIVEL;11316;11;66;15;;
RODOME;11317;11;39;17;;
ROQUECOURBE-MINERVOIS;11318;11;56;9;;
ROQUEFERE;11319;11;30;7;;
ROQUEFEUIL;11320;11;75;16;;
ROQUEFORT-DE-SAULT;11321;11;13;;;
ROQUEFORT-DES-CORBIERES;11322;11;409;77;70;7
ROQUETAILLADE;11323;11;71;9;;
ROUBIA;11324;11;184;27;21;6
ROUFFIAC-D'AUDE;11325;11;207;36;31;5
ROUFFIAC-DES-CORBIERES;11326;11;34;25;;
ROULLENS;11327;11;181;15;;
ROUTIER;11328;11;63;7;;
ROUVENAC;11329;11;84;42;;
RUSTIQUES;11330;11;183;15;;
SAINT-AMANS;11331;11;10;;;
SAINT-ANDRE-DE-ROQUELONGUE;11332;11;633;65;;
SAINT-BENOIT;11333;11;21;9;;
SAINTE-CAMELLE;11334;11;41;7;;
SAINTE-COLOMBE-SUR-GUETTE;11335;11;8;;;
SAINTE-COLOMBE-SUR-L'HERS;11336;11;164;41;;
SAINT-COUAT-D'AUDE;11337;11;135;21;16;5
SAINT-COUAT-DU-RAZES;11338;11;17;;;
SAINT-DENIS;11339;11;195;45;30;15
SAINTE-EULALIE;11340;11;142;10;;
SAINT-FERRIOL;11341;11;31;14;9;5
SAINT-FRICHOUX;11342;11;102;13;;
SAINT-GAUDERIC;11343;11;35;8;;
SAINT-HILAIRE;11344;11;281;40;;
SAINT-JEAN-DE-BARROU;11345;11;64;13;8;5
SAINT-JEAN-DE-PARACOL;11346;11;57;25;;
SAINT-JULIA-DE-BEC;11347;11;32;12;;
SAINT-JULIEN-DE-BRIOLA;11348;11;35;8;;
SAINT-JUST-ET-LE-BEZU;11350;11;16;9;;
SAINT-LAURENT-DE-LA-CABRERISSE;11351;11;287;44;;
SAINT-LOUIS-ET-PARAHOU;11352;11;13;5;;
SAINT-MARCEL-SUR-AUDE;11353;11;973;97;77;20
SAINT-MARTIN-DES-PUITS;11354;11;;;;
SAINT-MARTIN-DE-VILLEREGLAN;11355;11;137;13;;
SAINT-MARTIN-LALANDE;11356;11;445;36;30;6
SAINT-MARTIN-LE-VIEIL;11357;11;70;8;;
SAINT-MARTIN-LYS;11358;11;9;;;
SAINT-MICHEL-DE-LANES;11359;11;197;14;;
SAINT-NAZAIRE-D'AUDE;11360;11;1036;67;61;6
SAINT-PAPOUL;11361;11;404;60;45;15
SAINT-PAULET;11362;11;87;;;
SAINT-PIERRE-DES-CHAMPS;11363;11;53;;;
SAINT-POLYCARPE;11364;11;49;5;;
SAINT-SERNIN;11365;11;;;;
SAINTE-VALIERE;11366;11;281;41;32;9
SAISSAC;11367;11;436;67;56;11
SALLELES-CABARDES;11368;11;30;;;
SALLELES-D'AUDE;11369;11;1416;180;143;37
SALLES-D'AUDE;11370;11;1465;119;97;22
SALLES-SUR-L'HERS;11371;11;311;23;17;6
SALSIGNE;11372;11;134;20;;
SALVEZINES;11373;11;21;;;
SALZA;11374;11;;;;
SEIGNALENS;11375;11;5;;;
LA SERPENT;11376;11;36;7;;
SERRES;11377;11;19;10;;
SERVIES-EN-VAL;11378;11;48;5;;
SIGEAN;11379;11;2427;410;345;65
SONNAC-SUR-L'HERS;11380;11;31;8;;
SOUGRAIGNE;11381;11;55;30;21;9
SOUILHANELS;11382;11;137;;;
SOUILHE;11383;11;144;;;
SOULATGE;11384;11;50;23;;
SOUPEX;11385;11;86;6;;
TALAIRAN;11386;11;143;27;21;6
TAURIZE;11387;11;27;9;;
TERMES;11388;11;13;6;;
TERROLES;11389;11;;;;
THEZAN-DES-CORBIERES;11390;11;193;46;35;11
LA TOURETTE-CABARDES;11391;11;7;;;
TOURNISSAN;11392;11;106;13;;
TOUROUZELLE;11393;11;149;12;;
TOURREILLES;11394;11;56;11;;
TRASSANEL;11395;11;14;;;
TRAUSSE;11396;11;219;32;;
TREBES;11397;11;2588;592;506;86
TREILLES;11398;11;119;21;;
TREVILLE;11399;11;36;;;
TREZIERS;11400;11;32;14;;
TUCHAN;11401;11;249;68;;
VALMIGERE;11402;11;6;;;
VENTENAC-CABARDES;11404;11;460;46;35;11
VENTENAC-EN-MINERVOIS;11405;11;187;7;;
VERAZA;11406;11;;;;
VERDUN-EN-LAURAGAIS;11407;11;117;21;;
VERZEILLE;11408;11;212;31;21;10
VIGNEVIEILLE;11409;11;37;9;;
VILLALIER;11410;11;474;75;;
VILLANIERE;11411;11;52;;;
VILLARDEBELLE;11412;11;17;5;;
VILLARDONNEL;11413;11;126;12;;
VILLAR-EN-VAL;11414;11;6;;;
VILLAR-SAINT-ANSELME;11415;11;45;;;
VILLARZEL-CABARDES;11416;11;110;14;;
VILLARZEL-DU-RAZES;11417;11;15;7;;
VILLASAVARY;11418;11;591;79;73;6
