Communes;Codes_Insee;Numero_departement;NB_allocataires;Dont_RSA_jeune;NB_allocataire_RSA;RSA_majore;RSA_non_Majore
ANGLIERS;17009;17;184;;5;;
ANGOULINS;17010;17;577;;56;;
ANNEPONT;17011;17;65;;6;;
ANNEZAY;17012;17;17;;;;
ANTEZANT-LA-CHAPELLE;17013;17;41;;9;;
ARCES;17015;17;107;;17;;
ARCHIAC;17016;17;134;;16;;
ARCHINGEAY;17017;17;109;;12;;
ARDILLIERES;17018;17;140;;10;;
ARS-EN-RE;17019;17;144;;14;;
ARTHENAC;17020;17;28;;;;
ARVERT;17021;17;511;;55;6;49
ASNIERES-LA-GIRAUD;17022;17;116;;16;;
AUJAC;17023;17;45;;8;;
AULNAY;17024;17;235;;54;7;47
AUMAGNE;17025;17;93;;16;;
AUTHON-EBEON;17026;17;51;;7;;
AVY;17027;17;44;;;;
AYTRE;17028;17;2254;;230;27;203
BAGNIZEAU;17029;17;19;;;;
BALANZAC;17030;17;75;;6;;
BALLANS;17031;17;25;;;;
BALLON;17032;17;126;;13;;
LA BARDE;17033;17;60;;8;;
BARZAN;17034;17;66;;8;;
BAZAUGES;17035;17;7;;;;
BEAUGEAY;17036;17;105;;5;;
BEAUVAIS-SUR-MATHA;17037;17;102;;24;;
BEDENAC;17038;17;87;;14;;
BELLUIRE;17039;17;30;;;;
BENON;17041;17;287;;17;;
BERCLOUX;17042;17;61;;;;
BERNAY-SAINT-MARTIN;17043;17;118;;22;;
BERNEUIL;17044;17;187;;23;;
BEURLAY;17045;17;171;;15;;
BIGNAY;17046;17;59;;11;;
BIRON;17047;17;27;;;;
BLANZAC-LES-MATHA;17048;17;38;;9;;
BLANZAY-SUR-BOUTONNE;17049;17;7;;;;
BOIS;17050;17;61;;;;
LE BOIS-PLAGE-EN-RE;17051;17;259;;27;;
BOISREDON;17052;17;93;;12;;
BORDS;17053;17;232;;33;;
BORESSE-ET-MARTRON;17054;17;32;;5;;
BOSCAMNANT;17055;17;44;;;;
BOUGNEAU;17056;17;88;;6;;
BOUHET;17057;17;200;;8;;
BOURCEFRANC-LE-CHAPUS;17058;17;569;;74;9;65
BOURGNEUF;17059;17;166;;10;;
BOUTENAC-TOUVENT;17060;17;23;;6;;
BRAN;17061;17;10;;;;
BRESDON;17062;17;21;;;;
BREUIL-LA-REORTE;17063;17;66;;6;;
BREUILLET;17064;17;322;;44;5;39
BREUIL-MAGNE;17065;17;216;;16;;
BRIE-SOUS-ARCHIAC;17066;17;30;;;;
BRIE-SOUS-MATHA;17067;17;16;;;;
BRIE-SOUS-MORTAGNE;17068;17;21;;;;
BRIVES-SUR-CHARENTE;17069;17;28;;;;
BRIZAMBOURG;17070;17;138;;27;;
LA BROUSSE;17071;17;73;;14;;
BURIE;17072;17;185;;28;8;20
BUSSAC-SUR-CHARENTE;17073;17;148;;10;;
BUSSAC-FORET;17074;17;183;;20;;
CABARIOT;17075;17;193;;20;;
CELLES;17076;17;47;;5;;
CERCOUX;17077;17;174;;26;;
CHADENAC;17078;17;55;;9;;
CHAILLEVETTE;17079;17;223;;25;;
CHAMBON;17080;17;168;;16;;
CHAMOUILLAC;17081;17;50;;5;;
CHAMPAGNAC;17082;17;68;;8;;
CHAMPAGNE;17083;17;94;;13;;
CHAMPAGNOLLES;17084;17;100;;24;;
CHAMPDOLENT;17085;17;59;;7;;
CHANIERS;17086;17;487;;44;;
CHANTEMERLE-SUR-LA-SOIE;17087;17;32;;5;;
LA CHAPELLE-DES-POTS;17089;17;251;;18;;
CHARRON;17091;17;307;;20;;
CHARTUZAC;17092;17;19;;5;;
LE CHATEAU-D'OLERON;17093;17;639;;66;;
CHATELAILLON-PLAGE;17094;17;976;;115;13;102
CHATENET;17095;17;22;;;;
CHAUNAC;17096;17;6;;;;
LE CHAY;17097;17;102;;12;;
CHENAC-SAINT-SEURIN-D'UZET;17098;17;80;;12;;
CHEPNIERS;17099;17;88;;7;;
CHERAC;17100;17;140;;12;;
CHERBONNIERES;17101;17;44;;5;;
CHERMIGNAC;17102;17;170;;18;;
CHEVANCEAUX;17104;17;160;;19;;
CHIVES;17105;17;31;;5;;
CIERZAC;17106;17;57;;7;;
CIRE-D'AUNIS;17107;17;228;;21;7;14
CLAM;17108;17;50;;;;
CLAVETTE;17109;17;206;;6;;
CLERAC;17110;17;124;;15;;
CLION;17111;17;132;;15;;
LA CLISSE;17112;17;93;;5;;
LA CLOTTE;17113;17;121;;18;;
COIVERT;17114;17;24;;;;
COLOMBIERS;17115;17;48;;5;;
CONSAC;17116;17;27;;;;
CONTRE;17117;17;23;;7;;
CORIGNAC;17118;17;46;;;;
CORME-ECLUSE;17119;17;164;;10;;
CORME-ROYAL;17120;17;248;;17;;
LA COUARDE-SUR-MER;17121;17;119;;23;;
COULONGES;17122;17;23;;;;
COURANT;17124;17;62;;7;;
COURCELLES;17125;17;42;;5;;
COURCERAC;17126;17;35;;;;
COURCON;17127;17;356;;38;6;32
COURCOURY;17128;17;95;;18;;
COURPIGNAC;17129;17;55;;7;;
COUX;17130;17;57;;10;;
COZES;17131;17;351;;52;;
CRAMCHABAN;17132;17;109;;13;;
CRAVANS;17133;17;119;;8;;
CRAZANNES;17134;17;63;;8;;
CRESSE;17135;17;22;;;;
CROIX-CHAPEAU;17136;17;194;;15;;
LA CROIX-COMTESSE;17137;17;29;;;;
DAMPIERRE-SUR-BOUTONNE;17138;17;32;;;;
D�UIL-SUR-LE-MIGNON;17139;17;48;;5;;
DOLUS-D'OLERON;17140;17;428;;53;;
DOMPIERRE-SUR-CHARENTE;17141;17;59;;8;;
DOMPIERRE-SUR-MER;17142;17;784;;65;8;57
LE DOUHET;17143;17;94;;15;;
ECHEBRUNE;17145;17;51;;;;
ECHILLAIS;17146;17;527;;50;;
ECOYEUX;17147;17;201;;11;;
ECURAT;17148;17;59;;;;
LES EDUTS;17149;17;8;;;;
LES EGLISES-D'ARGENTEUIL;17150;17;71;;8;;
L'EGUILLE;17151;17;125;;18;;
EPARGNES;17152;17;111;;12;;
ESNANDES;17153;17;297;;19;;
LES ESSARDS;17154;17;107;;8;;
ETAULES;17155;17;361;;38;;
EXPIREMONT;17156;17;14;;;;
FENIOUX;17157;17;22;;;;
FERRIERES;17158;17;156;;9;;
FLEAC-SUR-SEUGNE;17159;17;48;;;;
FLOIRAC;17160;17;43;;;;
LA FLOTTE;17161;17;365;;37;;
FONTAINE-CHALENDRAY;17162;17;16;;;;
FONTAINES-D'OZILLAC;17163;17;62;;12;;
FONTCOUVERTE;17164;17;239;;25;;
FONTENET;17165;17;53;;9;;
FORGES;17166;17;233;;18;;
LE FOUILLOUX;17167;17;102;;18;6;12
FOURAS;17168;17;516;;80;;
LA FREDIERE;17169;17;14;;;;
GEAY;17171;17;110;;11;;
GEMOZAC;17172;17;430;;64;10;54
LA GENETOUZE;17173;17;21;;;;
GENOUILLE;17174;17;136;;14;;
GERMIGNAC;17175;17;87;;10;;
GIBOURNE;17176;17;9;;;;
LE GICQ;17177;17;16;;5;;
GIVREZAC;17178;17;6;;;;
LES GONDS;17179;17;228;;16;;
GOURVILLETTE;17180;17;11;;;;
GRANDJEAN;17181;17;38;;5;;
LA GREVE-SUR-MIGNON;17182;17;88;;6;;
GREZAC;17183;17;129;;11;;
LA GRIPPERIE-SAINT-SYMPHORIEN;17184;17;80;;6;;
LE GUA;17185;17;372;;41;10;31
LE GUE-D'ALLERE;17186;17;163;;13;;
GUITINIERES;17187;17;75;;11;;
HAIMPS;17188;17;58;;9;;
HIERS-BROUAGE;17189;17;92;;;;
L'HOUMEAU;17190;17;387;;40;6;34
LA JARD;17191;17;63;;5;;
JARNAC-CHAMPAGNE;17192;17;103;;6;;
LA JARNE;17193;17;367;;30;;
LA JARRIE;17194;17;483;;31;;
LA JARRIE-AUDOUIN;17195;17;26;;;;
JAZENNES;17196;17;77;;6;;
JONZAC;17197;17;878;;129;16;113
JUICQ;17198;17;48;;;;
JUSSAS;17199;17;21;;;;
LAGORD;17200;17;1001;;89;9;80
LA LAIGNE;17201;17;79;;;;
LANDES;17202;17;85;;11;;
LANDRAIS;17203;17;124;;9;;
LEOVILLE;17204;17;45;;5;;
LOIRE-LES-MARAIS;17205;17;49;;;;
LOIRE-SUR-NIE;17206;17;30;;;;
LOIX;17207;17;66;;9;;
LONGEVES;17208;17;133;;;;
LONZAC;17209;17;28;;;;
LORIGNAC;17210;17;54;;9;;
LOULAY;17211;17;115;;13;;
LOUZIGNAC;17212;17;14;;;;
LOZAY;17213;17;13;;;;
LUCHAT;17214;17;79;;6;;
LUSSAC;17215;17;7;;;;
LUSSANT;17216;17;172;;17;;
MACQUEVILLE;17217;17;35;;6;;
MARANS;17218;17;822;;98;9;89
MARENNES;17219;17;915;;99;13;86
MARIGNAC;17220;17;47;;;;
MARSAIS;17221;17;135;;14;;
MARSILLY;17222;17;394;;32;;
MASSAC;17223;17;20;;;;
MATHA;17224;17;397;;62;9;53
LES MATHES;17225;17;273;;30;;
MAZERAY;17226;17;132;;11;;
MAZEROLLES;17227;17;24;;;;
MEDIS;17228;17;400;;46;5;41
MERIGNAC;17229;17;33;;;;
MESCHERS-SUR-GIRONDE;17230;17;357;;54;;
MESSAC;17231;17;10;;;;
MEURSAC;17232;17;217;;19;;
MEUX;17233;17;36;;;;
MIGRE;17234;17;47;;6;;
MIGRON;17235;17;94;;12;5;7
MIRAMBEAU;17236;17;257;;34;6;28
MOEZE;17237;17;99;;13;;
MONS;17239;17;59;;9;;
MONTENDRE;17240;17;636;;114;19;95
MONTGUYON;17241;17;288;;69;16;53
MONTILS;17242;17;121;;14;;
MONTLIEU-LA-GARDE;17243;17;299;;29;;
MONTPELLIER-DE-MEDILLAN;17244;17;88;;10;;
MONTROY;17245;17;139;;6;;
MORAGNE;17246;17;76;;8;;
MORNAC-SUR-SEUDRE;17247;17;118;;13;;
MORTAGNE-SUR-GIRONDE;17248;17;122;;29;;
MORTIERS;17249;17;25;;5;;
MOSNAC;17250;17;69;;5;;
LE MUNG;17252;17;43;;;;
MURON;17253;17;236;;30;;
NACHAMPS;17254;17;24;;;;
NANCRAS;17255;17;122;;11;;
NANTILLE;17256;17;45;;8;;
NERE;17257;17;86;;11;;
NEUILLAC;17258;17;35;;;;
NEULLES;17259;17;14;;;;
NEUVICQ;17260;17;68;;12;;
NEUVICQ-LE-CHATEAU;17261;17;39;;7;;
NIEUL-LES-SAINTES;17262;17;159;;13;;
NIEUL-LE-VIROUIL;17263;17;75;;12;;
NIEUL-SUR-MER;17264;17;770;;85;10;75
NIEULLE-SUR-SEUDRE;17265;17;188;;15;;
LES NOUILLERS;17266;17;111;;20;;
NUAILLE-D'AUNIS;17267;17;198;;11;;
NUAILLE-SUR-BOUTONNE;17268;17;26;;;;
ORIGNOLLES;17269;17;93;;11;;
OZILLAC;17270;17;103;;15;;
PAILLE;17271;17;44;;;;
PERE;17272;17;63;;12;;
PERIGNAC;17273;17;99;;14;;
PERIGNY;17274;17;1519;;158;18;140
PESSINES;17275;17;75;;8;;
LE PIN;17276;17;10;;;;
ESSOUVERT;17277;17;136;;22;;
PISANY;17278;17;119;;12;;
PLASSAC;17279;17;101;;12;;
PLASSAY;17280;17;100;;8;;
POLIGNAC;17281;17;20;;;;
POMMIERS-MOULONS;17282;17;25;;;;
PONS;17283;17;765;;102;10;92
PONT-L'ABBE-D'ARNOULT;17284;17;283;;35;;
PORT-D'ENVAUX;17285;17;155;;13;;
LES PORTES-EN-RE;17286;17;67;;16;;
POUILLAC;17287;17;32;;7;;
POURSAY-GARNAUD;17288;17;52;;7;;
PREGUILLAC;17289;17;62;;;;
PRIGNAC;17290;17;34;;5;;
PUILBOREAU;17291;17;970;;75;7;68
PUY-DU-LAC;17292;17;80;;6;;
PUYRAVAULT;17293;17;95;;7;;
PUYROLLAND;17294;17;28;;;;
REAUX SUR TREFLE;17295;17;104;;9;;
RETAUD;17296;17;142;;13;;
RIVEDOUX-PLAGE;17297;17;251;;20;;
RIOUX;17298;17;144;;24;6;18
ROCHEFORT;17299;17;6206;;1266;152;1114
LA ROCHELLE;17300;17;23338;;3446;368;3078
ROMAZIERES;17301;17;7;;;;
ROMEGOUX;17302;17;71;;10;;
LA RONDE;17303;17;145;;20;8;12
ROUFFIAC;17304;17;56;;7;;
ROUFFIGNAC;17305;17;47;;;;
ROYAN;17306;17;3469;;662;48;614
SABLONCEAUX;17307;17;197;;28;;
SAINT-AGNANT;17308;17;400;;38;;
SAINT-AIGULIN;17309;17;327;;55;9;46
SAINT-ANDRE-DE-LIDON;17310;17;156;;17;;
SAINT-AUGUSTIN;17311;17;162;;19;;
SAINT-BONNET-SUR-GIRONDE;17312;17;89;;15;;
SAINT-BRIS-DES-BOIS;17313;17;46;;;;
SAINT-CESAIRE;17314;17;127;;14;;
SAINT-CHRISTOPHE;17315;17;223;;22;;
SAINT-CIERS-CHAMPAGNE;17316;17;41;;;;
SAINT-CIERS-DU-TAILLON;17317;17;57;;10;;
SAINT-CLEMENT-DES-BALEINES;17318;17;59;;14;;
SAINTE-COLOMBE;17319;17;14;;;;
SAINT-COUTANT-LE-GRAND;17320;17;60;;6;;
SAINT-CREPIN;17321;17;50;;;;
SAINT-CYR-DU-DORET;17322;17;101;;;;
SAINT-DENIS-D'OLERON;17323;17;168;;38;;
SAINT-DIZANT-DU-BOIS;17324;17;11;;;;
SAINT-DIZANT-DU-GUA;17325;17;70;;9;;
SAINT-EUGENE;17326;17;28;;;;
SAINT-FELIX;17327;17;41;;10;;
SAINT-FORT-SUR-GIRONDE;17328;17;113;;16;;
SAINT-FROULT;17329;17;38;;;;
SAINTE-GEMME;17330;17;189;;21;;
SAINT-GENIS-DE-SAINTONGE;17331;17;247;;35;;
SAINT-GEORGES-ANTIGNAC;17332;17;49;;7;;
SAINT-GEORGES-DE-DIDONNE;17333;17;699;;122;10;112
SAINT-GEORGES-DE-LONGUEPIERRE;17334;17;33;;;;
SAINT-GEORGES-DES-AGOUTS;17335;17;31;;;;
SAINT-GEORGES-DES-COTEAUX;17336;17;316;;22;;
SAINT-GEORGES-D'OLERON;17337;17;569;;105;9;96
SAINT-GEORGES-DU-BOIS;17338;17;267;;29;;
SAINT-GERMAIN-DE-LUSIGNAN;17339;17;163;;21;;
SAINT-GERMAIN-DE-MARENCENNES;17340;17;180;;19;;
SAINT-GERMAIN-DE-VIBRAC;17341;17;23;;;;
SAINT-GERMAIN-DU-SEUDRE;17342;17;45;;;;
SAINT-GREGOIRE-D'ARDENNES;17343;17;22;;;;
SAINT-HILAIRE-DE-VILLEFRANCHE;17344;17;196;;23;;
SAINT-HILAIRE-DU-BOIS;17345;17;49;;10;;
SAINT-HIPPOLYTE;17346;17;228;;24;;
SAINT-JEAN-D'ANGELY;17347;17;1733;;421;49;372
SAINT-JEAN-D'ANGLE;17348;17;106;;16;;
SAINT-JEAN-DE-LIVERSAY;17349;17;495;;24;5;19
SAINT-JULIEN-DE-L'ESCAP;17350;17;119;;19;;
SAINT-JUST-LUZAC;17351;17;306;;47;;
SAINT-LAURENT-DE-LA-PREE;17353;17;376;;28;;
SAINT-LEGER;17354;17;86;;;;
SAINTE-LHEURINE;17355;17;59;;9;;
SAINT-LOUP;17356;17;30;;;;
SAINT-MAIGRIN;17357;17;60;;9;;
SAINT-MANDE-SUR-BREDOIRE;17358;17;35;;;;
SAINT-MARD;17359;17;178;;17;;
SAINTE-MARIE-DE-RE;17360;17;355;;38;;
SAINT-MARTIAL;17361;17;;;;;
SAINT-MARTIAL-DE-MIRAMBEAU;17362;17;44;;11;;
SAINT-MARTIAL-DE-VITATERNE;17363;17;57;;;;
SAINT-MARTIAL-SUR-NE;17364;17;49;;;;
SAINT-MARTIN-D'ARY;17365;17;66;;14;;
SAINT-MARTIN-DE-COUX;17366;17;57;;7;;
SAINT-MARTIN-DE-JUILLERS;17367;17;17;;;;
SAINT-MARTIN-DE-RE;17369;17;388;;25;;
SAINT-MEDARD;17372;17;15;;;;
SAINT-MEDARD-D'AUNIS;17373;17;353;;19;;
SAINTE-MEME;17374;17;32;;7;;
SAINT-NAZAIRE-SUR-CHARENTE;17375;17;162;;16;;
SAINT-OUEN-D'AUNIS;17376;17;273;;9;;
SAINT-OUEN-LA-THENE;17377;17;19;;7;;
SAINT-PALAIS-DE-NEGRIGNAC;17378;17;63;;;;
SAINT-PALAIS-DE-PHIOLIN;17379;17;24;;;;
SAINT-PALAIS-SUR-MER;17380;17;400;;64;;
SAINT-PARDOULT;17381;17;31;;;;
SAINT-PIERRE-D'AMILLY;17382;17;90;;11;;
SAINT-PIERRE-DE-JUILLERS;17383;17;33;;;;
SAINT-PIERRE-DE-L'ISLE;17384;17;22;;6;;
SAINT-PIERRE-D'OLERON;17385;17;941;;133;9;124
SAINT-PIERRE-DU-PALAIS;17386;17;59;;6;;
SAINT-PORCHAIRE;17387;17;270;;14;;
SAINT-QUANTIN-DE-RANCANNE;17388;17;32;;;;
SAINTE-RADEGONDE;17389;17;79;;;;
SAINTE-RAMEE;17390;17;6;;;;
SAINT-ROGATIEN;17391;17;316;;25;;
SAINT-ROMAIN-DE-BENET;17393;17;236;;34;;
SAINT-SATURNIN-DU-BOIS;17394;17;130;;15;;
SAINT-SAUVANT;17395;17;67;;11;;
SAINT-SAUVEUR-D'AUNIS;17396;17;293;;19;;
SAINT-SAVINIEN;17397;17;400;;55;;
SAINT-SEURIN-DE-PALENNE;17398;17;17;;;;
SAINT-SEVER-DE-SAINTONGE;17400;17;92;;8;;
SAINT-SEVERIN-SUR-BOUTONNE;17401;17;13;;;;
SAINT-SIGISMOND-DE-CLERMONT;17402;17;16;;;;
SAINT-SIMON-DE-BORDES;17403;17;88;;;;
SAINT-SIMON-DE-PELLOUAILLE;17404;17;109;;10;;
SAINT-SORLIN-DE-CONAC;17405;17;14;;;;
SAINT-SORNIN;17406;17;52;;;;
SAINTE-SOULLE;17407;17;710;;47;9;38
SAINT-SULPICE-D'ARNOULT;17408;17;136;;6;;
SAINT-SULPICE-DE-ROYAN;17409;17;381;;35;;
SAINT-THOMAS-DE-CONAC;17410;17;61;;6;;
SAINT-TROJAN-LES-BAINS;17411;17;243;;31;;
SAINT-VAIZE;17412;17;93;;6;;
SAINT-VIVIEN;17413;17;204;;13;;
SAINT-XANDRE;17414;17;649;;44;7;37
SAINTES;17415;17;5933;;1127;121;1006
SALEIGNES;17416;17;;;;;
SALIGNAC-DE-MIRAMBEAU;17417;17;14;;;;
SALIGNAC-SUR-CHARENTE;17418;17;66;;5;;
SALLES-SUR-MER;17420;17;269;;15;;
SAUJON;17421;17;1140;;186;25;161
SEIGNE;17422;17;9;;;;
SEMILLAC;17423;17;13;;;;
SEMOUSSAC;17424;17;41;;;;
SEMUSSAC;17425;17;322;;37;6;31
LE SEURE;17426;17;36;;;;
SIECQ;17427;17;26;;;;
SONNAC;17428;17;49;;10;;
SOUBISE;17429;17;357;;25;;
SOUBRAN;17430;17;57;;13;;
SOULIGNONNE;17431;17;93;;;;
SOUMERAS;17432;17;55;;;;
SOUSMOULINS;17433;17;30;;5;;
SURGERES;17434;17;1352;;259;35;224
TAILLANT;17435;17;25;;;;
TAILLEBOURG;17436;17;127;;14;;
TALMONT-SUR-GIRONDE;17437;17;9;;;;
TANZAC;17438;17;29;;;;
TAUGON;17439;17;133;;21;;
TERNANT;17440;17;68;;10;;
TESSON;17441;17;164;;9;;
THAIMS;17442;17;45;;;;
THAIRE;17443;17;265;;18;;
THENAC;17444;17;229;;7;;
THEZAC;17445;17;36;;;;
THORS;17446;17;48;;12;;
LE THOU;17447;17;345;;17;;
TONNAY-BOUTONNE;17448;17;186;;22;;
TONNAY-CHARENTE;17449;17;1547;;235;39;196
TORXE;17450;17;26;;;;
LES TOUCHES-DE-PERIGNY;17451;17;65;;8;;
LA TREMBLADE;17452;17;625;;105;10;95
TRIZAY;17453;17;203;;13;;
TUGERAS-SAINT-MAURICE;17454;17;56;;7;;
LA VALLEE;17455;17;99;;14;;
LA DEVISE;17457;17;122;;16;;
VANZAC;17458;17;14;;;;
VARAIZE;17459;17;77;;10;;
VARZAY;17460;17;86;;11;;
VAUX-SUR-MER;17461;17;514;;108;;
VENERAND;17462;17;105;;14;;
VERGEROUX;17463;17;167;;10;;
VERGNE;17464;17;20;;;;
LA VERGNE;17465;17;60;;12;;
VERINES;17466;17;345;;21;;
VERVANT;17467;17;36;;5;;
VIBRAC;17468;17;19;;;;
VILLARS-EN-PONS;17469;17;78;;8;;
VILLARS-LES-BOIS;17470;17;27;;;;
LA VILLEDIEU;17471;17;33;;9;;
VILLEDOUX;17472;17;372;;16;;
VILLEMORIN;17473;17;9;;;;
VILLENEUVE-LA-COMTESSE;17474;17;102;;19;;
VILLEXAVIER;17476;17;37;;5;;
VILLIERS-COUTURE;17477;17;15;;;;
VINAX;17478;17;7;;;;
VIROLLET;17479;17;24;;8;;
VIRSON;17480;17;111;;6;;
VOISSAY;17481;17;19;;;;
VOUHE;17482;17;91;;;;
YVES;17483;17;234;;18;;
PORT-DES-BARQUES;17484;17;237;;33;6;27
LE GRAND-VILLAGE-PLAGE;17485;17;128;;9;;
LA BREE-LES-BAINS;17486;17;72;;15;;
ACHERES;18001;18;52;;7;;
AINAY-LE-VIEIL;18002;18;28;;;;
LES AIX-D'ANGILLON;18003;18;308;;37;;
ALLOGNY;18004;18;160;;16;;
ALLOUIS;18005;18;149;;15;;
ANNOIX;18006;18;29;;;;
APREMONT-SUR-ALLIER;18007;18;;;;;
ARCAY;18008;18;68;;5;;
ARCOMPS;18009;18;41;;12;;
ARDENAIS;18010;18;22;;;;
ARGENT-SUR-SAULDRE;18011;18;287;;27;;
ARGENVIERES;18012;18;64;;10;;
ARPHEUILLES;18013;18;40;;;;
ASSIGNY;18014;18;14;;;;
AUBIGNY-SUR-NERE;18015;18;941;;98;12;86
AUBINGES;18016;18;48;;;;
AUGY-SUR-AUBOIS;18017;18;37;;;;
AVORD;18018;18;508;;61;8;53
AZY;18019;18;58;;;;
BANNAY;18020;18;108;;9;;
BANNEGON;18021;18;26;;;;
BARLIEU;18022;18;40;;7;;
BAUGY;18023;18;244;;22;5;17
BEDDES;18024;18;7;;;;
BEFFES;18025;18;103;;12;;
BELLEVILLE-SUR-LOIRE;18026;18;177;;30;7;23
BENGY-SUR-CRAON;18027;18;105;;9;;
BERRY-BOUY;18028;18;165;;6;;
BESSAIS-LE-FROMENTAL;18029;18;50;;10;;
BLANCAFORT;18030;18;146;;12;;
BLET;18031;18;94;;24;;
BOULLERET;18032;18;173;;15;;
BOURGES;18033;18;16236;;3448;389;3059
BOUZAIS;18034;18;28;;;;
BRECY;18035;18;147;;9;;
BRINAY;18036;18;61;;8;;
BRINON-SUR-SAULDRE;18037;18;116;;14;;
BRUERE-ALLICHAMPS;18038;18;97;;16;;
BUE;18039;18;25;;;;
BUSSY;18040;18;47;;5;;
LA CELETTE;18041;18;22;;;;
LA CELLE;18042;18;44;;5;;
LA CELLE-CONDE;18043;18;21;;5;;
CERBOIS;18044;18;79;;12;;
CHALIVOY-MILON;18045;18;56;;5;;
CHAMBON;18046;18;19;;;;
LA CHAPELLE-D'ANGILLON;18047;18;101;;8;;
LA CHAPELLE-HUGON;18048;18;47;;;;
LA CHAPELLE-MONTLINARD;18049;18;51;;7;;
LA CHAPELLE-SAINT-URSIN;18050;18;495;;21;;
LA CHAPELOTTE;18051;18;;;;;
CHARENTON-DU-CHER;18052;18;180;;28;;
CHARENTONNAY;18053;18;38;;;;
CHARLY;18054;18;32;;6;;
CHAROST;18055;18;152;;26;6;20
CHASSY;18056;18;30;;5;;
CHATEAUMEILLANT;18057;18;290;;72;;
CHATEAUNEUF-SUR-CHER;18058;18;277;;44;;
LE CHATELET;18059;18;165;;32;5;27
CHAUMONT;18060;18;5;;;;
CHAUMOUX-MARCILLY;18061;18;;;;;
LE CHAUTAY;18062;18;46;;6;;
CHAVANNES;18063;18;22;;;;
CHERY;18064;18;32;;;;
CHEZAL-BENOIT;18065;18;174;;9;;
CIVRAY;18066;18;113;;12;;
CLEMONT;18067;18;83;;12;;
COGNY;18068;18;;;;;
COLOMBIERS;18069;18;41;;7;;
CONCRESSAULT;18070;18;27;;;;
CONTRES;18071;18;6;;;;
CORNUSSE;18072;18;36;;12;;
CORQUOY;18073;18;21;;;;
COUARGUES;18074;18;21;;5;;
COURS-LES-BARRES;18075;18;142;;18;;
COUST;18076;18;61;;10;;
COUY;18077;18;52;;8;;
CREZANCAY-SUR-CHER;18078;18;;;;;
CREZANCY-EN-SANCERRE;18079;18;41;;;;
CROISY;18080;18;27;;;;
CROSSES;18081;18;57;;;;
CUFFY;18082;18;141;;12;;
CULAN;18083;18;125;;31;;
DAMPIERRE-EN-CROT;18084;18;23;;;;
DAMPIERRE-EN-GRACAY;18085;18;30;;;;
DREVANT;18086;18;71;;14;;
DUN-SUR-AURON;18087;18;844;;105;;
ENNORDRES;18088;18;20;;;;
EPINEUIL-LE-FLEURIEL;18089;18;56;;11;;
ETRECHY;18090;18;60;;;;
FARGES-ALLICHAMPS;18091;18;38;;6;;
FARGES-EN-SEPTAINE;18092;18;137;;7;;
FAVERDINES;18093;18;13;;;;
FEUX;18094;18;32;;6;;
FLAVIGNY;18095;18;22;;7;;
FOECY;18096;18;337;;50;8;42
FUSSY;18097;18;209;;20;;
GARDEFORT;18098;18;13;;;;
GARIGNY;18099;18;32;;9;;
GENOUILLY;18100;18;75;;9;;
GERMIGNY-L'EXEMPT;18101;18;47;;6;;
GIVARDON;18102;18;35;;6;;
GRACAY;18103;18;227;;41;;
GROISES;18104;18;13;;5;;
GRON;18105;18;82;;11;;
GROSSOUVRE;18106;18;46;;12;;
LA GROUTTE;18107;18;17;;;;
LA GUERCHE-SUR-L'AUBOIS;18108;18;541;;72;7;65
HENRICHEMONT;18109;18;323;;63;;
HERRY;18110;18;128;;16;;
HUMBLIGNY;18111;18;26;;;;
IDS-SAINT-ROCH;18112;18;29;;;;
IGNOL;18113;18;18;;;;
INEUIL;18114;18;34;;10;;
IVOY-LE-PRE;18115;18;121;;19;;
JALOGNES;18116;18;34;;7;;
JARS;18117;18;54;;13;;
JOUET-SUR-L'AUBOIS;18118;18;217;;28;;
JUSSY-CHAMPAGNE;18119;18;30;;;;
JUSSY-LE-CHAUDRIER;18120;18;81;;13;;
LANTAN;18121;18;;;;;
LAPAN;18122;18;24;;;;
LAVERDINES;18123;18;;;;;
LAZENAY;18124;18;47;;;;
LERE;18125;18;164;;27;7;20
LEVET;18126;18;190;;16;;
LIGNIERES;18127;18;198;;42;5;37
LIMEUX;18128;18;20;;;;
LISSAY-LOCHY;18129;18;29;;;;
LOYE-SUR-ARNON;18130;18;34;;5;;
LUGNY-BOURBONNAIS;18131;18;5;;;;
LUGNY-CHAMPAGNE;18132;18;16;;;;
LUNERY;18133;18;254;;47;5;42
LURY-SUR-ARNON;18134;18;95;;12;;
MAISONNAIS;18135;18;29;;5;;
MARCAIS;18136;18;35;;5;;
MAREUIL-SUR-ARNON;18137;18;74;;21;;
MARMAGNE;18138;18;244;;14;;
MARSEILLES-LES-AUBIGNY;18139;18;112;;13;;
MASSAY;18140;18;198;;21;;
MEHUN-SUR-YEVRE;18141;18;1103;;125;17;108
MEILLANT;18142;18;98;;15;;
MENETOU-COUTURE;18143;18;66;;13;;
MENETOU-RATEL;18144;18;40;;5;;
MENETOU-SALON;18145;18;241;;26;;
MENETREOL-SOUS-SANCERRE;18146;18;39;;;;
MENETREOL-SUR-SAULDRE;18147;18;22;;;;
MEREAU;18148;18;328;;22;;
MERY-ES-BOIS;18149;18;80;;8;;
MERY-SUR-CHER;18150;18;77;;7;;
MONTIGNY;18151;18;39;;5;;
MONTLOUIS;18152;18;9;;;;
MORLAC;18153;18;39;;8;;
